model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,earthquakes and whimpers,56,0.5,Every now and then ,earthquakes and whimpers,-57.09375,-54.75,-2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and gnats,70,0.5,Every now and then ,elephants and gnats,-51.8125,-51.9375,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elephants and pins,2,0.5,Every now and then ,elephants and pins,-52.46875,-51.0,-1.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,elms and mushrooms,100,0.5,Every now and then ,elms and mushrooms,-51.46875,-54.0625,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,embers and thunderbolts,32,0.5,Every now and then ,embers and thunderbolts,-56.78125,-57.90625,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,emperors and flowers,62,0.5,Every now and then ,emperors and flowers,-50.59375,-53.5,2.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eons and heartbeats,32,0.5,Every now and then ,eons and heartbeats,-62.0625,-63.71875,1.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,eruptions and sparks,14,0.5,Every now and then ,eruptions and sparks,-55.75,-55.96875,0.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,falcons and wrens,74,0.5,Every now and then ,falcons and wrens,-54.6875,-54.90625,0.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and princes,84,0.5,Every now and then ,farmers and princes,-50.1875,-49.5625,-0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,farmers and shoguns,58,0.5,Every now and then ,farmers and shoguns,-54.5625,-54.21875,-0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and morsels,68,0.5,Every now and then ,feasts and morsels,-54.3125,-55.03125,0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feasts and scraps,8,0.5,Every now and then ,feasts and scraps,-53.78125,-51.5,-2.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and floods,98,0.5,Every now and then ,feathers and floods,-52.34375,-49.25,-3.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and lightning,4,0.5,Every now and then ,feathers and lightning,-52.4375,-52.125,-0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and mountains,10,0.5,Every now and then ,feathers and mountains,-53.28125,-51.75,-1.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and rivers,88,0.5,Every now and then ,feathers and rivers,-50.65625,-48.03125,-2.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and spears,98,0.5,Every now and then ,feathers and spears,-49.5,-47.8125,-1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and storms,80,0.5,Every now and then ,feathers and storms,-50.25,-47.3125,-2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and thunderstorms,48,0.5,Every now and then ,feathers and thunderstorms,-53.71875,-53.09375,-0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and tsunamis,6,0.5,Every now and then ,feathers and tsunamis,-65.1875,-61.65625,-3.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,feathers and volcanoes,84,0.5,Every now and then ,feathers and volcanoes,-52.90625,-49.90625,-3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,felines and quails,32,0.5,Every now and then ,felines and quails,-60.21875,-59.1875,-1.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and larches,52,0.5,Every now and then ,ferns and larches,-50.03125,-50.9375,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and sequoias,72,0.5,Every now and then ,ferns and sequoias,-61.84375,-61.4375,-0.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and spruces,100,0.5,Every now and then ,ferns and spruces,-51.59375,-52.125,0.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ferns and walnuts,68,0.5,Every now and then ,ferns and walnuts,-51.0,-49.65625,-1.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,finches and vultures,80,0.5,Every now and then ,finches and vultures,-60.5,-60.78125,0.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and galaxies,62,0.5,Every now and then ,fireflies and galaxies,-52.9375,-52.53125,-0.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and moons,82,0.5,Every now and then ,fireflies and moons,-51.40625,-53.25,1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fireflies and supernovas,4,0.5,Every now and then ,fireflies and supernovas,-66.0,-64.25,-1.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,first and ninety-eighth,96,0.5,Every now and then ,first and ninety-eighth,-53.375,-55.90625,2.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fishermen and generals,20,0.5,Every now and then ,fishermen and generals,-52.78125,-56.21875,3.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flails and switches,98,0.5,Every now and then ,flails and switches,-51.96875,-51.28125,-0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flint and opals,18,0.5,Every now and then ,flint and opals,-56.25,-57.71875,1.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flintlocks and slingshots,82,0.5,Every now and then ,flintlocks and slingshots,-60.75,-63.84375,3.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,floods and puddles,68,0.5,Every now and then ,floods and puddles,-52.34375,-52.4375,0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and generals,66,0.5,Every now and then ,flowers and generals,-50.40625,-50.25,-0.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knights,24,0.5,Every now and then ,flowers and knights,-52.1875,-48.90625,-3.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and knives,78,0.5,Every now and then ,flowers and knives,-49.96875,-45.0,-4.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lances,100,0.5,Every now and then ,flowers and lances,-50.375,-48.75,-1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and lords,22,0.5,Every now and then ,flowers and lords,-52.90625,-48.78125,-4.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and monarchs,26,0.5,Every now and then ,flowers and monarchs,-51.96875,-50.25,-1.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and pharaohs,36,0.5,Every now and then ,flowers and pharaohs,-54.5625,-49.71875,-4.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and princes,48,0.5,Every now and then ,flowers and princes,-52.09375,-47.53125,-4.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and warriors,92,0.5,Every now and then ,flowers and warriors,-52.21875,-49.6875,-2.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flowers and zinnias,20,0.5,Every now and then ,flowers and zinnias,-63.1875,-57.34375,-5.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,flutes and kazoos,44,0.5,Every now and then ,flutes and kazoos,-52.28125,-52.25,-0.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,footmen and marshals,2,0.5,Every now and then ,footmen and marshals,-64.0625,-62.4375,-1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fortresses and tents,18,0.5,Every now and then ,fortresses and tents,-52.4375,-54.28125,1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,foxes and thimbles,38,0.5,Every now and then ,foxes and thimbles,-48.1875,-50.5,2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,friars and tanners,68,0.5,Every now and then ,friars and tanners,-51.5625,-51.53125,-0.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,fuming and mad,30,0.5,Every now and then ,fuming and mad,-56.46875,-58.4375,1.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gales and sparks,74,0.5,Every now and then ,gales and sparks,-51.5625,-49.09375,-2.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,galleons and kayaks,22,0.5,Every now and then ,galleons and kayaks,-66.25,-66.8125,0.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,garnets and slate,84,0.5,Every now and then ,garnets and slate,-52.09375,-54.4375,2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gazelles and leopards,28,0.5,Every now and then ,gazelles and leopards,-60.3125,-59.96875,-0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gelatin and lard,20,0.5,Every now and then ,gelatin and lard,-63.15625,-60.25,-2.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and knitters,78,0.5,Every now and then ,generals and knitters,-54.125,-52.03125,-2.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and lace,38,0.5,Every now and then ,generals and lace,-53.0,-52.5625,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,generals and riflemen,32,0.5,Every now and then ,generals and riflemen,-57.0,-54.875,-2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gerbils and pythons,78,0.5,Every now and then ,gerbils and pythons,-57.25,-59.25,2.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,glaciers and raindrops,50,0.5,Every now and then ,glaciers and raindrops,-50.25,-49.46875,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and gorillas,20,0.5,Every now and then ,gnats and gorillas,-54.53125,-56.65625,2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and hippopotamuses,88,0.5,Every now and then ,gnats and hippopotamuses,-54.375,-56.09375,1.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and mammoths,6,0.5,Every now and then ,gnats and mammoths,-54.96875,-55.8125,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gnats and rhinoceroses,76,0.5,Every now and then ,gnats and rhinoceroses,-56.5625,-58.21875,1.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,goblets and puddles,38,0.5,Every now and then ,goblets and puddles,-56.25,-55.78125,-0.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gorillas and sparrows,20,0.5,Every now and then ,gorillas and sparrows,-54.96875,-54.0,-0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravediggers and kings,14,0.5,Every now and then ,gravediggers and kings,-62.65625,-66.1875,3.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and moonstone,42,0.5,Every now and then ,gravel and moonstone,-56.46875,-59.21875,2.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and onyx,74,0.5,Every now and then ,gravel and onyx,-56.21875,-57.6875,1.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and sapphires,16,0.5,Every now and then ,gravel and sapphires,-58.90625,-57.0625,-1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,gravel and turquoise,64,0.5,Every now and then ,gravel and turquoise,-55.8125,-59.28125,3.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,groundskeeper and superintendent,20,0.5,Every now and then ,groundskeeper and superintendent,-67.9375,-66.5,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hailstones and icebergs,14,0.5,Every now and then ,hailstones and icebergs,-58.8125,-60.75,1.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hairpins and sabres,62,0.5,Every now and then ,hairpins and sabres,-60.0,-59.09375,-0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hairpins and tiaras,54,0.5,Every now and then ,hairpins and tiaras,-62.03125,-64.0,1.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,halberds and knives,42,0.5,Every now and then ,halberds and knives,-60.40625,-61.34375,0.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hammers and lace,8,0.5,Every now and then ,hammers and lace,-51.65625,-53.59375,1.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,happily and rudely,84,0.5,Every now and then ,happily and rudely,-51.25,-52.8125,1.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harpooners and knitters,16,0.5,Every now and then ,harpooners and knitters,-57.28125,-60.75,3.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harps and kazoos,50,0.5,Every now and then ,harps and kazoos,-51.15625,-52.125,0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,harpsichords and kazoos,32,0.5,Every now and then ,harpsichords and kazoos,-61.0,-63.75,2.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hawks and thimbles,12,0.5,Every now and then ,hawks and thimbles,-49.28125,-52.125,2.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hawks and voles,58,0.5,Every now and then ,hawks and voles,-57.0625,-56.46875,-0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,helmets and nightcaps,12,0.5,Every now and then ,helmets and nightcaps,-62.0625,-62.1875,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,helmets and ribbons,16,0.5,Every now and then ,helmets and ribbons,-53.0,-52.5625,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,herrings and seals,48,0.5,Every now and then ,herrings and seals,-55.1875,-53.0625,-2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,herrings and sharks,96,0.5,Every now and then ,herrings and sharks,-54.0,-52.4375,-1.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hesitate and readjust,34,0.5,Every now and then ,hesitate and readjust,-58.5,-59.6875,1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hippopotamuses and mice,18,0.5,Every now and then ,hippopotamuses and mice,-53.4375,-55.0625,1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,horses and mirrors,46,0.5,Every now and then ,horses and mirrors,-54.0,-51.15625,-2.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,horses and thimbles,12,0.5,Every now and then ,horses and thimbles,-49.75,-50.875,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hurricanes and petals,36,0.5,Every now and then ,hurricanes and petals,-51.03125,-51.9375,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,hurricanes and zephyrs,4,0.5,Every now and then ,hurricanes and zephyrs,-57.875,-57.46875,-0.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,huts and monasteries,18,0.5,Every now and then ,huts and monasteries,-61.53125,-61.1875,-0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,icebergs and snowflakes,60,0.5,Every now and then ,icebergs and snowflakes,-54.65625,-51.375,-3.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jacket and phone,60,0.5,Every now and then ,jacket and phone,-52.3125,-52.53125,0.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jaguars and rabbits,84,0.5,Every now and then ,jaguars and rabbits,-53.71875,-54.25,0.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kaisers and peasants,86,0.5,Every now and then ,kaisers and peasants,-52.96875,-55.5625,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kale and vegetables,70,0.5,Every now and then ,kale and vegetables,-52.03125,-50.9375,-1.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and lutes,60,0.5,Every now and then ,kazoos and lutes,-54.8125,-55.0,0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and organs,94,0.5,Every now and then ,kazoos and organs,-52.375,-52.71875,0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and pianos,36,0.5,Every now and then ,kazoos and pianos,-54.375,-54.40625,0.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and saxophones,44,0.5,Every now and then ,kazoos and saxophones,-56.3125,-55.28125,-1.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and trumpets,64,0.5,Every now and then ,kazoos and trumpets,-51.0625,-53.3125,2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violas,4,0.5,Every now and then ,kazoos and violas,-57.28125,-55.375,-1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violins,16,0.5,Every now and then ,kazoos and violins,-53.5,-50.84375,-2.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,khans and weavers,38,0.5,Every now and then ,khans and weavers,-56.28125,-54.625,-1.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lace and twine,76,0.5,Every now and then ,lace and twine,-53.96875,-51.8125,-2.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lances and scarves,20,0.5,Every now and then ,lances and scarves,-52.53125,-50.25,-2.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lanterns and ravens,26,0.5,Every now and then ,lanterns and ravens,-56.9375,-54.53125,-2.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,laundresses and queens,4,0.5,Every now and then ,laundresses and queens,-57.1875,-59.21875,2.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,leopards and rabbits,26,0.5,Every now and then ,leopards and rabbits,-51.625,-56.4375,4.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,leviathans and minnows,62,0.5,Every now and then ,leviathans and minnows,-56.5625,-59.5625,3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lightning and moths,12,0.5,Every now and then ,lightning and moths,-52.625,-53.4375,0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lions and needles,42,0.5,Every now and then ,lions and needles,-48.96875,-48.6875,-0.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lions and teacups,6,0.5,Every now and then ,lions and teacups,-53.6875,-52.5,-1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lizards and tyrannosaurs,88,0.5,Every now and then ,lizards and tyrannosaurs,-61.875,-64.375,2.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,looms and trebuchets,8,0.5,Every now and then ,looms and trebuchets,-68.125,-66.375,-1.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lords and shepherds,60,0.5,Every now and then ,lords and shepherds,-49.34375,-49.21875,-0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,maelstroms and ripples,90,0.5,Every now and then ,maelstroms and ripples,-62.28125,-58.90625,-3.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,majors and spinners,86,0.5,Every now and then ,majors and spinners,-56.5625,-56.71875,0.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mansions and pigsties,60,0.5,Every now and then ,mansions and pigsties,-54.65625,-60.09375,5.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mantles and rags,40,0.5,Every now and then ,mantles and rags,-56.625,-58.25,1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,marbles and orbs,22,0.5,Every now and then ,marbles and orbs,-57.15625,-56.375,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,marooned and missing,54,0.5,Every now and then ,marooned and missing,-55.625,-53.8125,-1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,masculine and undignified,40,0.5,Every now and then ,masculine and undignified,-62.96875,-61.90625,-1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mastodons and moths,4,0.5,Every now and then ,mastodons and moths,-58.6875,-65.0625,6.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mausoleums and shacks,12,0.5,Every now and then ,mausoleums and shacks,-72.3125,-71.5625,-0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,meadows and tundras,92,0.5,Every now and then ,meadows and tundras,-55.96875,-55.8125,-0.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,meteors and raindrops,66,0.5,Every now and then ,meteors and raindrops,-50.65625,-53.25,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mice and tigers,22,0.5,Every now and then ,mice and tigers,-52.09375,-51.84375,-0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mice and wolves,42,0.5,Every now and then ,mice and wolves,-51.65625,-52.375,0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,millers and priests,6,0.5,Every now and then ,millers and priests,-50.9375,-51.84375,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,millstones and pebbles,78,0.5,Every now and then ,millstones and pebbles,-54.71875,-53.90625,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,minnows and orcas,74,0.5,Every now and then ,minnows and orcas,-58.5,-62.9375,4.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moles and polecats,56,0.5,Every now and then ,moles and polecats,-64.5625,-64.875,0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monarchs and serfs,82,0.5,Every now and then ,monarchs and serfs,-52.875,-52.09375,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monks and tanners,54,0.5,Every now and then ,monks and tanners,-54.21875,-51.90625,-2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monks and telescopes,72,0.5,Every now and then ,monks and telescopes,-56.25,-53.09375,-3.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moths and seas,70,0.5,Every now and then ,moths and seas,-51.875,-50.96875,-0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moths and suns,52,0.5,Every now and then ,moths and suns,-52.4375,-51.4375,-1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mountains and petals,44,0.5,Every now and then ,mountains and petals,-53.53125,-53.0625,-0.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mud and platinum,86,0.5,Every now and then ,mud and platinum,-55.125,-54.21875,-0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mudslides and puddles,28,0.5,Every now and then ,mudslides and puddles,-59.15625,-56.96875,-2.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mushrooms and oaks,6,0.5,Every now and then ,mushrooms and oaks,-52.03125,-53.03125,1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mushrooms and pines,28,0.5,Every now and then ,mushrooms and pines,-54.65625,-52.875,-1.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,muskets and slingshots,90,0.5,Every now and then ,muskets and slingshots,-58.0,-57.0625,-0.9375
