model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nebulae and sparks,16,0.5,Every now and then ,nebulae and sparks,-56.25,-55.0625,-1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nectar and swill,38,0.5,Every now and then ,nectar and swill,-58.0,-53.25,-4.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and ravens,90,0.5,Every now and then ,needles and ravens,-49.0,-50.25,1.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and sledgehammers,34,0.5,Every now and then ,needles and sledgehammers,-62.28125,-60.84375,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and tigers,10,0.5,Every now and then ,needles and tigers,-48.25,-50.59375,2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nurses and patriarchs,28,0.5,Every now and then ,nurses and patriarchs,-56.8125,-58.1875,1.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,oboes and tambourines,38,0.5,Every now and then ,oboes and tambourines,-65.5625,-65.375,-0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,organs and whistles,60,0.5,Every now and then ,organs and whistles,-52.59375,-51.40625,-1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,owls and pennies,88,0.5,Every now and then ,owls and pennies,-52.375,-52.0625,-0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,owls and thimbles,16,0.5,Every now and then ,owls and thimbles,-49.375,-51.15625,1.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,paintbrushes and sailors,58,0.5,Every now and then ,paintbrushes and sailors,-57.65625,-55.15625,-2.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,palaces and pigsties,54,0.5,Every now and then ,palaces and pigsties,-58.53125,-62.0625,3.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pearls and silt,68,0.5,Every now and then ,pearls and silt,-53.9375,-56.5,2.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,peasants and sultans,64,0.5,Every now and then ,peasants and sultans,-54.59375,-53.0,-1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pebbles and volcanoes,30,0.5,Every now and then ,pebbles and volcanoes,-50.53125,-49.75,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pelicans and sardines,46,0.5,Every now and then ,pelicans and sardines,-59.53125,-55.71875,-3.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pennies and wolves,28,0.5,Every now and then ,pennies and wolves,-51.90625,-52.875,0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,petals and tornadoes,56,0.5,Every now and then ,petals and tornadoes,-53.28125,-51.1875,-2.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pharaohs and potters,54,0.5,Every now and then ,pharaohs and potters,-52.21875,-53.46875,1.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pianos and triangles,64,0.5,Every now and then ,pianos and triangles,-56.875,-53.6875,-3.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pickaxes and pins,24,0.5,Every now and then ,pickaxes and pins,-60.3125,-61.4375,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pikes and slingshots,10,0.5,Every now and then ,pikes and slingshots,-61.15625,-60.3125,-0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pinnacles and vales,36,0.5,Every now and then ,pinnacles and vales,-58.65625,-59.65625,1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pins and tigers,76,0.5,Every now and then ,pins and tigers,-50.25,-51.34375,1.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pins and walls,82,0.5,Every now and then ,pins and walls,-49.5625,-51.0,1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,planets and sparks,52,0.5,Every now and then ,planets and sparks,-51.5,-50.0625,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,priests and tanners,90,0.5,Every now and then ,priests and tanners,-52.28125,-50.96875,-1.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,priors and scullions,8,0.5,Every now and then ,priors and scullions,-64.25,-64.5,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pterodactyls and sparrows,64,0.5,Every now and then ,pterodactyls and sparrows,-64.8125,-61.875,-2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,puddles and straits,88,0.5,Every now and then ,puddles and straits,-55.0,-56.3125,1.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,puppies and tigers,34,0.5,Every now and then ,puppies and tigers,-50.8125,-53.40625,2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pyramids and sandcastles,90,0.5,Every now and then ,pyramids and sandcastles,-54.5625,-53.40625,-1.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,queens and serfs,48,0.5,Every now and then ,queens and serfs,-51.1875,-52.09375,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rags and tapestries,92,0.5,Every now and then ,rags and tapestries,-56.125,-57.71875,1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rapiers and thimbles,80,0.5,Every now and then ,rapiers and thimbles,-54.84375,-56.46875,1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rats and sharks,2,0.5,Every now and then ,rats and sharks,-49.03125,-50.15625,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,redwoods and toadstools,78,0.5,Every now and then ,redwoods and toadstools,-63.21875,-64.0625,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rhinoceroses and voles,62,0.5,Every now and then ,rhinoceroses and voles,-58.6875,-59.65625,0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ribbons and sharks,26,0.5,Every now and then ,ribbons and sharks,-49.3125,-52.4375,3.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ribbons and shields,20,0.5,Every now and then ,ribbons and shields,-50.125,-51.03125,0.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ripples and waterspouts,62,0.5,Every now and then ,ripples and waterspouts,-58.6875,-59.1875,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rivers and seeds,42,0.5,Every now and then ,rivers and seeds,-48.96875,-49.09375,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rubies and sandstone,8,0.5,Every now and then ,rubies and sandstone,-54.90625,-59.3125,4.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rustles and tempests,36,0.5,Every now and then ,rustles and tempests,-55.34375,-59.0,3.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sackcloth and velvet,22,0.5,Every now and then ,sackcloth and velvet,-59.28125,-63.59375,4.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sardines and whales,42,0.5,Every now and then ,sardines and whales,-52.21875,-52.46875,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,saxophones and whistles,50,0.5,Every now and then ,saxophones and whistles,-56.84375,-53.25,-3.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,scepters and twigs,74,0.5,Every now and then ,scepters and twigs,-57.0,-57.875,0.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,scissors and scythes,14,0.5,Every now and then ,scissors and scythes,-64.3125,-63.53125,-0.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,seeds and sharks,34,0.5,Every now and then ,seeds and sharks,-50.5625,-49.875,-0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,serfs and tsars,70,0.5,Every now and then ,serfs and tsars,-52.25,-54.4375,2.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sharks and teacups,2,0.5,Every now and then ,sharks and teacups,-55.0,-53.03125,-1.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,showers and typhoons,54,0.5,Every now and then ,showers and typhoons,-53.4375,-57.21875,3.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,slings and trebuchets,84,0.5,Every now and then ,slings and trebuchets,-67.125,-61.9375,-5.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,soldiers and spools,38,0.5,Every now and then ,soldiers and spools,-56.21875,-55.25,-0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sparks and thunderbolts,28,0.5,Every now and then ,sparks and thunderbolts,-52.25,-53.53125,1.28125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sparrows and wolves,4,0.5,Every now and then ,sparrows and wolves,-51.375,-52.5625,1.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,spears and tablecloths,10,0.5,Every now and then ,spears and tablecloths,-56.84375,-57.6875,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,spoons and wolves,80,0.5,Every now and then ,spoons and wolves,-49.4375,-53.40625,3.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tablecloths and tigers,72,0.5,Every now and then ,tablecloths and tigers,-57.875,-58.3125,0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,teacups and wolves,26,0.5,Every now and then ,teacups and wolves,-52.34375,-56.6875,4.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,therapy and vacations,26,0.5,Every now and then ,therapy and vacations,-57.25,-53.40625,-3.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thimbles and towers,18,0.5,Every now and then ,thimbles and towers,-50.3125,-46.4375,-3.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thimbles and wolves,76,0.5,Every now and then ,thimbles and wolves,-49.84375,-49.0,-0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thunderclaps and whispers,76,0.5,Every now and then ,thunderclaps and whispers,-60.4375,-59.6875,-0.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,trombones and whistles,40,0.5,Every now and then ,trombones and whistles,-56.75,-56.4375,-0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tsars and vagrants,96,0.5,Every now and then ,tsars and vagrants,-54.75,-52.90625,-1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tubas and whistles,62,0.5,Every now and then ,tubas and whistles,-56.5,-56.5,0.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,vocabulary and vowels,66,0.5,Every now and then ,vocabulary and vowels,-60.28125,-56.78125,-3.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abashed and sorry,28,0.5,Occasionally you'll find ,abashed and sorry,-66.9375,-62.3125,-4.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abbots and acolytes,52,0.5,Occasionally you'll find ,abbots and acolytes,-73.1875,-77.625,4.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abysses and puddles,46,0.5,Occasionally you'll find ,abysses and puddles,-64.75,-65.75,1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and boulders,92,0.5,Occasionally you'll find ,acorns and boulders,-60.25,-55.5625,-4.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and goblets,24,0.5,Occasionally you'll find ,acorns and goblets,-67.25,-68.1875,0.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and lions,72,0.5,Occasionally you'll find ,acorns and lions,-58.34375,-55.375,-2.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and tigers,30,0.5,Occasionally you'll find ,acorns and tigers,-60.0,-57.75,-2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and valleys,46,0.5,Occasionally you'll find ,acorns and valleys,-63.59375,-64.3125,0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,actresses and lumberjacks,96,0.5,Occasionally you'll find ,actresses and lumberjacks,-67.9375,-65.75,-2.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and deckhands,22,0.5,Occasionally you'll find ,admirals and deckhands,-69.9375,-66.9375,-3.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and flowers,12,0.5,Occasionally you'll find ,admirals and flowers,-56.96875,-58.03125,1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and knitting,24,0.5,Occasionally you'll find ,admirals and knitting,-60.59375,-64.6875,4.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and paupers,58,0.5,Occasionally you'll find ,admirals and paupers,-60.90625,-62.75,1.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and ribbons,16,0.5,Occasionally you'll find ,admirals and ribbons,-59.03125,-57.59375,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and weavers,14,0.5,Occasionally you'll find ,admirals and weavers,-60.28125,-62.625,2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,allergic and unaccustomed,28,0.5,Occasionally you'll find ,allergic and unaccustomed,-67.9375,-71.8125,3.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amber and gravel,30,0.5,Occasionally you'll find ,amber and gravel,-62.09375,-60.6875,-1.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amethysts and pebbles,92,0.5,Occasionally you'll find ,amethysts and pebbles,-63.78125,-65.375,1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amphitheaters and gazebos,8,0.5,Occasionally you'll find ,amphitheaters and gazebos,-86.375,-86.4375,0.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,annoying and teal,4,0.5,Occasionally you'll find ,annoying and teal,-68.375,-66.125,-2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anthills and volcanoes,2,0.5,Occasionally you'll find ,anthills and volcanoes,-67.0625,-70.0,2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and giraffes,100,0.5,Occasionally you'll find ,ants and giraffes,-58.03125,-58.84375,0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and stars,56,0.5,Occasionally you'll find ,ants and stars,-55.75,-54.65625,-1.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anvils and coins,24,0.5,Occasionally you'll find ,anvils and coins,-64.5,-66.3125,1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,aprons and swords,96,0.5,Occasionally you'll find ,aprons and swords,-55.90625,-57.46875,1.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archbishops and millers,36,0.5,Occasionally you'll find ,archbishops and millers,-67.9375,-67.6875,-0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archdukes and tanners,66,0.5,Occasionally you'll find ,archdukes and tanners,-62.5625,-62.9375,0.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archdukes and vagrants,28,0.5,Occasionally you'll find ,archdukes and vagrants,-65.625,-65.75,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,archipelagos and sandbars,58,0.5,Occasionally you'll find ,archipelagos and sandbars,-80.0625,-75.1875,-4.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,arenas and sheds,12,0.5,Occasionally you'll find ,arenas and sheds,-70.75,-68.9375,-1.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,arrows and flowers,32,0.5,Occasionally you'll find ,arrows and flowers,-57.46875,-53.96875,-3.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,asteroids and pebbles,92,0.5,Occasionally you'll find ,asteroids and pebbles,-58.5,-59.0,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and feathers,86,0.5,Occasionally you'll find ,avalanches and feathers,-59.25,-59.875,0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and murmurs,46,0.5,Occasionally you'll find ,avalanches and murmurs,-67.4375,-67.9375,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,avalanches and snowballs,8,0.5,Occasionally you'll find ,avalanches and snowballs,-66.9375,-59.28125,-7.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and flowers,26,0.5,Occasionally you'll find ,axes and flowers,-56.96875,-56.25,-0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and petals,86,0.5,Occasionally you'll find ,axes and petals,-59.09375,-58.40625,-0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,axes and ribbons,50,0.5,Occasionally you'll find ,axes and ribbons,-59.625,-56.84375,-2.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,bacteria and candy,54,0.5,Occasionally you'll find ,bacteria and candy,-58.25,-59.84375,1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ballrooms and cellars,2,0.5,Occasionally you'll find ,ballrooms and cellars,-68.375,-66.9375,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,banners and rags,44,0.5,Occasionally you'll find ,banners and rags,-62.6875,-58.03125,-4.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,banquets and crumbs,100,0.5,Occasionally you'll find ,banquets and crumbs,-58.46875,-57.8125,-0.65625
